id;name;longitude;latitude;type;subtype
11676;ESC. NAC. DE EXPERIM. Y REALIZACION CINEMATOGRAFICA;-58,3831310898;-34,611850521;educacion;estatal
11677;ESC.NAC.FLUVIAL COMODORO ANTONIO SOMELLERA(ARM.ARG.);-58,3507213068;-34,6293138084;educacion;estatal
11678;ESC. PARA JOVENES Y ADULTOS CON DISCAPACIDAD MENTAL Y DE FORMACIÓN INTEGRAL Nº 22 PEDRO B.PALACIOS-ALMAFUERTE DE 03;-58,3953342184;-34,6231246014;educacion;estatal
11679;ESC. PARA JOVENES Y ADULTOS CON DISCAPACIDAD MENTAL Y FORMACIÓN INTEGRAL Nº 16 DRA CAROLINA TOBAR GARCIA DE 12;-58,4886800458;-34,6167467221;educacion;estatal
11680;ESC. PARA JOVENES Y ADULTOS CON DISCAPACIDAD MENTAL Y FORMACIÓN INTEGRAL Nº 18 CECILIA MA. ESTRADA DE CANO DE 14;-58,4690500789;-34,5792605113;educacion;estatal
11681;ESC. PARA JOVENES Y ADULTOS CON DISCAPACIDAD MENTAL Y FORMACIÓN INTEGRAL Nº 36 DR. AURELIO MARTINEZ DE 6;-58,4078549475;-34,6358582578;educacion;estatal
11682;ESC. PARA JOVENES Y ADULTOS CON DISCAPACIDAD VISUAL Y FORMACIÓN INTEGRAL Nº 34 GENERAL SAN MARTIN DE 07;-58,4410572025;-34,6183626045;educacion;estatal
11683;ESC. PARA JOVENES Y ADULTOS CON DISCAPACIDAD VISUAL Y FORMACIÓN INTEGRAL Nº 37 FRANCISCO GATTI DE 03;-58,3754721194;-34,6174751834;educacion;estatal
11684;ESC. PARA NIÑOS, NIÑAS CON DISCAPACIDAD MENTAL Nº 05 DR.ANGEL S.ARDAIZ DE 19;-58,4235814944;-34,6596877599;educacion;estatal
11685;ESC. PARA NIÑOS,NIÑAS, JOVENES Y ADULTOS CON DISCAPACIDAD MENTAL Y FORMACIÓN INTEGRAL Nº 1 ALFONSINA STORNI DE 08;-58,4404957585;-34,6335239591;educacion;estatal
11686;ESC. PARA NIÑOS,NIÑAS, JOVENES Y ADULTOS CON DISCAPACIDAD MENTAL Y FORMACIÓN INTEGRAL Nº 21 ROSARIO VERA PEÑALOZA DE 16;-58,5000549132;-34,5784607984;educacion;estatal
11687;ESC. PARA NIÑOS,NIÑAS, JOVENES Y ADULTOS CON DISCAPACIDAD MENTAL Y FORMACIÓN INTEGRAL Nº 2 DOMINGO FAUSTINO SARMIENTO DE 17;-58,4932526056;-34,6003580294;educacion;estatal
11688;ESC.PARA NIÑOS,NIÑAS,JOVENES Y ADULTOS CON DISCAPACIDAD MENTAL Y FORMACIÓN INTEGRAL Nº 3 MARIA DOLORES NAVALIES DE TOBAR GARCIA DE 17;-58,5131400693;-34,6068679813;educacion;estatal
11689;ESC. PARA NIÑOS,NIÑAS, JOVENES Y ADULTOS CON DISCAPACIDAD MENTAL Y FORMACIÓN INTEGRAL Nº 4 DR. RAFAEL LUIS ARCONE DE 9;-58,4349275655;-34,5807007856;educacion;estatal
11690;ESC. PARA NIÑOS,NIÑAS, JOVENES Y ADULTOS CON DISCAPACIDAD MENTAL Y FORMACIÓN INTEGRAL Nº 6 CLELIA AMELIA C.SESSA DE 18;-58,4919670453;-34,6298792826;educacion;estatal
11691;ESC. PARA NIÑOS, NIÑAS Y JOVENES CON DISCAPACIDAD MENTAL Y DE FORMACIÓN INTEGRAL Nº 7 JUAN XXIII DE 19;-58,4487149907;-34,6602152935;educacion;estatal
11692;ESC. PARA NIÑOS, NIÑAS Y JOVENES CON DISCAPACIDAD VISUAL Nº 33 SANTA CECILIA DE 08;-58,4286123828;-34,6243994091;educacion;estatal
11693;ESC. PARA NIÑOS, NIÑAS Y JOVENES CON DISCAPACIDAD VISUAL Nº 35 JOSE MANUEL ESTRADA DE 08;-58,4434530951;-34,6227526479;educacion;estatal
11694;ESC. PARA NIÑOS, NIÑAS Y JOVENES CON PLURIDISCAPACIDAD MOTORA Nº 11 DR. AQUILES GAREISO DE 15;-58,4827121291;-34,5643403271;educacion;estatal
11695;ESC. PARA NIÑOS, NIÑAS Y JOVENES CON PLURIDISCAPACIDAD MOTORA Nº 11 DR. AQUILES GAREISO DE 15;-58,492875084;-34,5614892544;educacion;estatal
11696;ESC. PARA NIÑOS, NIÑAS Y JOVENES CON PLURIDISCAPACIDAD Nº 26 DR. JORGE GARBER DE 09;-58,4241819861;-34,580274527;educacion;estatal
11697;ESC. PARA NIÑOS Y NIÑAS CON DISCAPACIDAD MENTAL Nº 14 CONSTANCIO C. VIGIL;-58,375396717;-34,6174607758;educacion;estatal
11698;ESC. PARA NIÑOS Y NIÑAS CON DISCAPACIDAD MENTAL Nº 25 MACACHA GUEMES DE 09;-58,4180000833;-34,5855187881;educacion;estatal
11699;ESC. PARA NIÑOS Y NIÑAS CON SEVEROS TRANSTORNOS DE LA PERSONALIDAD Nº 17 ARMINDA ABERASTURY DE 09;-58,4138921895;-34,5836424129;educacion;estatal
11700;ESC. POLITECNICA MANUEL BELGRANO DE 04;-58,3732409587;-34,6118817044;educacion;estatal
11701;ESC. PRIMARIA N° 05 DE 005;-58,4068430305;-34,6560907968;educacion;estatal
11702;ESC. PRIMARIA N° 11 DE 21;-58,4606924277;-34,672634431;educacion;estatal
11703;ESC. PRIMARIA N°12  DE 21;-58,4573262994;-34,6723604983;educacion;estatal
11704;ESC. PRIMARIA N° 21 DE 05;-58,4144959371;-34,6443750753;educacion;estatal
11705;ESC. PRIMARIA N° 23 DE 13;-58,4839223544;-34,6392460902;educacion;estatal
11706;ESC. PRIMARIA N° 23 DE 20;-58,4987976464;-34,6594484182;educacion;estatal
11707;ESC. PRIMARIA N° 23 RENE FAVALORO DE 19;-58,4396349715;-34,6550326419;educacion;estatal
11708;ESC. PRIMARIA N° 24 DE 20;-58,4925010356;-34,675177402;educacion;estatal
11709;ESC. PRIMARIA N°7 DE 21;-58,4670595349;-34,6766576306;educacion;estatal
11710;ESC. PRIMARIA Nº 24 DE 19;-58,4504986632;-34,6628578183;educacion;estatal
11711;ESC. SUP. DE COM. Nº 03 HIPOLITO VIEYTES DE 07;-58,4499641113;-34,609655946;educacion;estatal
11712;ESC.SUP.DE EDU. ARTISTICA EN ARTES VISUALES MANUEL BELGRANO;-58,3714969298;-34,6348550484;educacion;estatal
11713;ESC.SUP.DE EDUC. ARTISTICA EN ARTES VISUALES LOLA MORA;-58,4645124622;-34,6850580027;educacion;estatal
11714;ESC.SUP.DE EDUC. ARTISTICA EN ARTES VISUALES ROGELIO YRURTIA;-58,4839223544;-34,6392460902;educacion;estatal
11715;ESC.SUP.DE EDUC. ARTISTICA EN CERAMICA FERNANDO ARRANZ DE 18;-58,5037330804;-34,6295103844;educacion;estatal
11716;ESC.SUP.DE EDUC.ARTISTICA EN CERAMICA Nº 01 DE 02;-58,4184457357;-34,6103886736;educacion;estatal
11717;ESC.SUP.DE EDUC.ARTISTICA EN DANZA AIDA VICTORIA MASTRAZZI DE 01;-58,4300310989;-34,6209834472;educacion;estatal
11718;ESC.SUP.DE EDUC.ARTISTICA EN DANZA AIDA VICTORIA MASTRAZZI DE 01;-58,3972970155;-34,6229904012;educacion;estatal
11719;ESC.SUP.DE EDUC.ARTISTICA EN DANZA AIDA VICTORIA MASTRAZZI DE 01;-58,3771447596;-34,6138563573;educacion;estatal
11720;ESC.SUP.DE EDUC.ARTISTICA EN DANZA AIDA VICTORIA MASTRAZZI DE 01;-58,4274731377;-34,6094088165;educacion;estatal
11721;ESC.SUP.DE EDUC.ARTISTICA EN DANZA AIDA VICTORIA MASTRAZZI DE 01;-58,377916601;-34,6049600354;educacion;estatal
11722;ESC.SUP.DE EDUC.ARTISTICA EN DANZA AIDA VICTORIA MASTRAZZI DE 01;-58,4961487763;-34,5925420229;educacion;estatal
11723;ESC.SUP.DE EDUC.ARTISTICA EN DANZA AIDA VICTORIA MASTRAZZI DE 01;-58,4246149165;-34,6139511093;educacion;estatal
11724;ESC.SUP.DE EDUC.ARTISTICA EN DANZA AIDA VICTORIA MASTRAZZI DE 01;-58,4670565194;-34,6161100593;educacion;estatal
11725;ESC.SUP.DE EDUC.ARTISTICA EN DANZA AIDA VICTORIA MASTRAZZI DE 01;-58,4541533598;-34,5614219536;educacion;estatal
11726;ESC.SUP.DE EDUC.ARTISTICA EN DANZA AIDA VICTORIA MASTRAZZI DE 01;-58,4538707293;-34,550776286;educacion;estatal
11727;ESC.SUP.DE EDUC.ARTISTICA EN DANZA AIDA VICTORIA MASTRAZZI DE 01;-58,408237413;-34,5988198482;educacion;estatal
11728;ESC.SUP.DE EDUC.ARTISTICA EN DANZA AIDA VICTORIA MASTRAZZI DE 01;-58,3848503457;-34,5922636717;educacion;estatal
11729;ESC.SUP.DE EDUC.ARTISTICA EN DANZA AIDA VICTORIA MASTRAZZI DE 01;-58,4528851669;-34,6192560559;educacion;estatal
11730;ESC.SUP.DE EDUC.ARTISTICA EN DANZA AIDA VICTORIA MASTRAZZI DE 01;-58,3704324467;-34,6207476261;educacion;estatal
11731;ESC.SUP.DE EDUC.ARTISTICA EN DANZA AIDA VICTORIA MASTRAZZI DE 01;-58,3928169653;-34,6349045483;educacion;estatal
11732;ESC.SUP.DE EDUC.ARTISTICA EN DANZA AIDA VICTORIA MASTRAZZI DE 01;-58,3928169653;-34,6349045483;educacion;estatal
11733;ESC.SUP.DE EDUC.ARTISTICA EN DANZA AIDA VICTORIA MASTRAZZI DE 01;-58,4076260741;-34,6002798663;educacion;estatal
11734;ESC.SUP.DE EDUC.ARTISTICA EN DANZA AIDA VICTORIA MASTRAZZI DE 01;-58,4349714269;-34,5797723456;educacion;estatal
11735;ESC.SUP.DE EDUC.ARTISTICA EN DANZA AIDA VICTORIA MASTRAZZI DE 01;-58,435694817;-34,6040292939;educacion;estatal
11736;ESC.SUP.DE EDUC.ARTISTICA EN DANZA AIDA VICTORIA MASTRAZZI DE 01;-58,40531485;-34,5837200633;educacion;estatal
11737;ESC.SUP.DE EDUC.ARTISTICA EN DANZA AIDA VICTORIA MASTRAZZI DE 01;-58,40531485;-34,5837200633;educacion;estatal
11738;ESC.SUP.DE EDUC. ARTISTICA EN DANZA JORGE DONN DE 18;-58,5037330804;-34,6295103844;educacion;estatal
11739;ESC.SUP.DE EDUC. ARTISTICA EN DANZA Nº 1 NELLY RAMICONE;-58,4100490862;-34,6137027482;educacion;estatal
11740;ESC.SUP.DE EDUC. ARTISTICA EN DANZA Nº 1 NELLY RAMICONE;-58,4961487731;-34,5925420073;educacion;estatal
11741;ESC.SUP.DE EDUC. ARTISTICA EN DANZA Nº 1 NELLY RAMICONE;-58,507536534;-34,6457891814;educacion;estatal
11742;ESC.SUP.DE EDUC. ARTISTICA EN DANZA Nº 1 NELLY RAMICONE;-58,4732227203;-34,6355346694;educacion;estatal
11743;ESC.SUP.DE EDUC. ARTISTICA EN DANZA Nº 1 NELLY RAMICONE;-58,3768064111;-34,6175822764;educacion;estatal
11744;ESC.SUP.DE EDUC. ARTISTICA EN DANZA Nº 1 NELLY RAMICONE;-58,507536534;-34,6457891814;educacion;estatal
11745;ESC.SUP.DE EDUC. ARTISTICA EN DANZA Nº 1 NELLY RAMICONE;-58,4694926555;-34,6324702906;educacion;estatal
11746;ESC.SUP.DE EDUC. ARTISTICA EN DANZA Nº 1 NELLY RAMICONE;-58,3904883742;-34,6183675706;educacion;estatal
11747;ESC.SUP.DE EDUC. ARTISTICA EN DANZA Nº 1 NELLY RAMICONE;-58,3971368856;-34,6147693094;educacion;estatal
11748;ESC.SUP.DE EDUC. ARTISTICA EN DANZA Nº 1 NELLY RAMICONE;-58,4887855003;-34,6067140922;educacion;estatal
11749;ESC.SUP.DE EDUC. ARTISTICA EN DANZA Nº 1 NELLY RAMICONE;-58,4732227203;-34,6355346703;educacion;estatal
11750;ESC.SUP.DE EDUC. ARTISTICA EN DANZA Nº 1 NELLY RAMICONE;-58,4714565649;-34,6188541217;educacion;estatal
11751;ESC.SUP.DE EDUC. ARTISTICA EN DANZA Nº 1 NELLY RAMICONE;-58,5079466469;-34,6032051724;educacion;estatal
11752;ESC.SUP.DE EDUC. ARTISTICA EN DANZA Nº 1 NELLY RAMICONE;-58,44840585;-34,6150069681;educacion;estatal
11753;ESC.SUP.DE EDUC. ARTISTICA EN DANZA Nº 1 NELLY RAMICONE;-58,4000168695;-34,6162222291;educacion;estatal
11754;ESC.SUP.DE EDUC. ARTISTICA EN DANZA Nº 1 NELLY RAMICONE;-58,4021747807;-34,6334850621;educacion;estatal
11755;ESC.SUP.DE EDUC. ARTISTICA EN DANZA Nº 1 NELLY RAMICONE;-58,507536534;-34,6457891814;educacion;estatal
11756;ESC.SUP.DE EDUC. ARTISTICA EN DANZA Nº 1 NELLY RAMICONE;-58,4239743959;-34,5815184088;educacion;estatal
11757;ESC.SUP.DE EDUC. ARTISTICA EN DANZA Nº 1 NELLY RAMICONE;-58,408237413;-34,5988198482;educacion;estatal
11758;ESC.SUP.DE EDUC. ARTISTICA EN DANZA Nº 1 NELLY RAMICONE;-58,5156093398;-34,5988624007;educacion;estatal
11759;ESC.SUP.DE EDUC. ARTISTICA EN DANZA Nº 1 NELLY RAMICONE;-58,3848503457;-34,5922636717;educacion;estatal
11760;ESC.SUP.DE EDUC. ARTISTICA EN DANZA Nº 1 NELLY RAMICONE;-58,395123339;-34,5995167765;educacion;estatal
11761;ESC.SUP.DE EDUC. ARTISTICA EN DANZA Nº 1 NELLY RAMICONE;-58,4714565649;-34,6188541217;educacion;estatal
11762;ESC.SUP.DE EDUC. ARTISTICA EN DANZA Nº 1 NELLY RAMICONE;-58,4388501891;-34,5839105049;educacion;estatal
11763;ESC.SUP.DE EDUC. ARTISTICA EN DANZA Nº 1 NELLY RAMICONE;-58,388248327;-34,621209725;educacion;estatal
11764;ESC.SUP.DE EDUC. ARTISTICA EN DANZA Nº 1 NELLY RAMICONE;-58,4184457357;-34,6103886736;educacion;estatal
11765;ESC.SUP. DE EDUC. ARTISTICA EN MUSICA JUAN PEDRO ESNAOLA DE 15;-58,492875084;-34,5614892544;educacion;estatal
11766;ESC. SUPERIOR DE COMERCIO CARLOS PELLEGRINI;-58,3940042565;-34,5971614808;educacion;estatal
11767;ESC. TEC. N° 20;-58,4996139305;-34,6587153352;educacion;estatal
11768;ESC. TECNICA UNIV. DE BS. AS.;-58,4653384447;-34,6791892476;educacion;estatal
11769;ESC. TEC. Nº 01 INGENIERO OTTO KRAUSE DE 04;-58,3687373011;-34,6152475943;educacion;estatal
11770;ESC. TEC. Nº 02 OSVALDO MAGNASCO DE 09;-58,4161803361;-34,5847790097;educacion;estatal
11771;ESC. TEC. Nº 03 MARIQUITA SANCHEZ DE THOMPSON DE 09;-58,4363786592;-34,5747517772;educacion;estatal
11772;ESC. TEC. Nº 04 REPUBLICA DEL LIBANO DE 05;-58,3772596716;-34,6300816376;educacion;estatal
11773;ESC.TEC.Nº05 M.DELOSR.DE ESCALADADESANMARTIN DE 11;-58,4548472893;-34,6288290106;educacion;estatal
11774;ESC. TEC. Nº 06 FERNANDO FADER DE 12;-58,467867481;-34,6294958009;educacion;estatal
11775;ESC. TEC. Nº 07 DOLORES LAVALLE DE LAVALLE DE 05;-58,4030432902;-34,6392994835;educacion;estatal
11776;ESC. TEC. Nº 08 PAULA ALBARRACIN DE SARMIENTO DE 13;-58,4834033344;-34,6402995247;educacion;estatal
11777;ESC. TEC. Nº 09 INGENIERO LUIS HUERGO DE 07;-58,4466936167;-34,6087091859;educacion;estatal
11778;ESC. TEC. Nº 10 FRAY LUIS BELTRAN DE 05;-58,3791987875;-34,6434776961;educacion;estatal
11779;ESC. TEC. Nº 11 MANUEL BELGRANO DE 06;-58,4045789644;-34,6257882111;educacion;estatal
11780;ESC. TEC. Nº 12 LIB. GRAL. SAN MARTIN DE 01;-58,3772559429;-34,5919198717;educacion;estatal
11781;ESC. TEC. Nº 13 ING. JOSE LUIS DELPINI DE 21;-58,4675017646;-34,6792979404;educacion;estatal
11782;ESC. TEC. Nº 14 LIBERTAD DE 05;-58,3811522915;-34,647824419;educacion;estatal
11783;ESC. TEC. Nº 15 MAIPU DE 05;-58,3698215918;-34,6106602591;educacion;estatal
11784;ESC. TEC. Nº 16 ESPANA DE 17;-58,5024198317;-34,5995258243;educacion;estatal
11785;ESC. TEC. Nº 17 BRIG.GRAL CORNELIO SAAVEDRA DE 13;-58,481708452;-34,6401395346;educacion;estatal
11786;ESC. TEC. Nº 18 JOSE ANTONIO ALVAREZ CONDARCO DE 11;-58,454781795;-34,6301270227;educacion;estatal
11787;ESC. TEC. Nº 19 ALEJANDRO VOLTA DE 01;-58,3908474171;-34,6029578219;educacion;estatal
11788;ESC. TEC. Nº 21 FRAGATA ESCUELA LIBERTAD DE 10;-58,4779922243;-34,5561743779;educacion;estatal
11789;ESC. TEC. Nº 23 CASAL CALVINO DE 13;-58,4809997026;-34,6406985314;educacion;estatal
11790;ESC. TEC. Nº 24 DEFENSA DE BUENOS AIRES DE 17;-58,4957059854;-34,6018987169;educacion;estatal
11791;ESC.TEC.Nº25 TTE 1ºDE ART.FRAY LUIS BELTRAN DE06;-58,4034280073;-34,6184593068;educacion;estatal
11792;ESC. TEC. Nº 26 CONFEDERACION SUIZA DE 06;-58,405633943;-34,6130338574;educacion;estatal
11793;ESC. TEC Nº 27 HIPOLITO YRIGOYEN DE 18;-58,5177725879;-34,6213243219;educacion;estatal
11794;ESC. TEC. Nº 28 REPUBLICA FRANCESA DE 10;-58,4573785898;-34,5580597827;educacion;estatal
11795;ESC. TEC. Nº 29 RECONQUISTA DE BUENOS AIRES DE 06;-58,4162485372;-34,6217906484;educacion;estatal
11796;ESC. TEC. Nº 30 NORBERTO PINERO DE 02;-58,4191269683;-34,5993286844;educacion;estatal
11797;ESC. TEC. Nº 31 MAESTRO QUINQUELA DE 04;-58,3598779077;-34,6388573725;educacion;estatal
11798;ESC. TEC. Nº 32 GRAL JOSE DE SAN MARTIN DE 14;-58,4547179437;-34,5837590143;educacion;estatal
11799;ESC.TEC.Nº33 FUND.MAEST.DEL PLUMERILLO DE 19;-58,4209106279;-34,6558560237;educacion;estatal
11800;ESC. TEC. Nº 34 ING. ENRIQUE MARTIN HERMITTE DE 09;-58,443296017;-34,5884812881;educacion;estatal
11801;ESC. TEC. Nº 35 ING EDUARDO LATZINA DE 18;-58,51658365;-34,620684893;educacion;estatal
11802;ESC. TEC. Nº 36 ALMIRANTE GUILLERMO BROWN DE 15;-58,492875084;-34,5614892544;educacion;estatal
11803;ESC. TEC. Nº 37 HOGAR NAVAL STELLA MARIS DE 11;-58,4732227203;-34,6355346703;educacion;estatal
11804;ESCUELA DE CORO Y ORQUESTA ATHOS PALMA DE 06;-58,4021747807;-34,6334850621;educacion;estatal
11805;ESCUELA DE EDUCACION MEDIA Nº 3 DE 4;-58,3636455569;-34,6330005998;educacion;estatal
11806;ESCUELA DE EDUCACION PRIMARIA N° 11 DE 01;-58,3803883204;-34,581754168;educacion;estatal
11807;ESCUELA DE MAESTROS;-58,3803883163;-34,5817541725;educacion;estatal
11808;ESCUELA DE MAESTROS;-58,3698249624;-34,6106634748;educacion;estatal
11809;ESCUELA DE MAESTROS;-58,4352983733;-34,6180460202;educacion;estatal
11810;ESCUELA DE MAESTROS;-58,4104145495;-34,5852726213;educacion;estatal
11811;ESCUELA DE MAESTROS;-58,4547179437;-34,5837590143;educacion;estatal
11812;ESCUELA DE MAESTROS;-58,464078416;-34,5396470709;educacion;estatal
11813;ESCUELA DE MUSICA N°04 DE 19;-58,4428566443;-34,662044487;educacion;estatal
11814;ESCUELA DE MUSICA N° 10 DE 02;-58,4075097059;-34,5945468876;educacion;estatal
11815;ESCUELA DE MUSICA N° 11 DE 07;-58,4528221524;-34,6091229333;educacion;estatal
11816;ESCUELA DE MUSICA N° 1 DE 04;-58,3625826855;-34,6273630348;educacion;estatal
11817;ESCUELA DE MUSICA N°3 DE 17;-58,492219471;-34,6043142287;educacion;estatal
11818;ESCUELA DE MUSICA N° 5 DE 05;-58,3757947655;-34,6337493381;educacion;estatal
11819;ESCUELA DE MUSICA N° 6 DE 13;-58,4994156503;-34,6537460534;educacion;estatal
11820;ESCUELA DE MUSICA N° 7 DE 11;-58,4536582661;-34,635301008;educacion;estatal
11821;ESCUELA DE MUSICA N° 8 DE 9;-58,4336590199;-34,5949607646;educacion;estatal
11822;ESCUELA DE MUSICA N° 9 DE 15;-58,4896447293;-34,5714869561;educacion;estatal
11823;ESCUELA DE MUSICA Nº 12 DE 19;-58,4211225132;-34,6434627375;educacion;estatal
11824;ESCUELA DE MUSICA Nº 14 DE 20;-58,5213087333;-34,6404322291;educacion;estatal
11825;ESCUELA DE MUSICA Nº 16 DE 01;-58,3848503457;-34,5922636717;educacion;estatal
11826;ESCUELA DE MUSICA Nº 2 DE 18;-58,4956605487;-34,6225678777;educacion;estatal
11827;ESCUELA DE TEATRO NINI MARSHALL;-58,5076362251;-34,6508720058;educacion;estatal
11828;ESCUELA DOMICILIARIA Nº 01 DE 15;-58,4786156923;-34,56666745;educacion;estatal
11829;ESCUELA DOMICILIARIA Nº 02 DE 12;-58,4202519693;-34,6271517535;educacion;estatal
11830;ESCUELA DOMICILIARIA PARA NIÑOS, NIÑAS Y JOVENES CON DISCAPACIDAD Nº 8 CIUDAD DE BUENOS AIRES DE 09;-58,4413454357;-34,5865880689;educacion;estatal
11831;ESCUELA INFANTIL N° 04 AGUSTIN TATIN RAVELLO DE 08;-58,4385529795;-34,6402120229;educacion;estatal
11832;Escuela Infantil N° 05/01° anexo;-58,3694520863;-34,5869987895;educacion;estatal
11833;ESCUELA INFANTIL N° 05 DE 04;-58,3708054154;-34,6154620019;educacion;estatal
11834;ESCUELA INFANTIL N° 05 DE 13;-58,4740656843;-34,6638162749;educacion;estatal
11835;ESCUELA INFANTIL N° 12 DE 05;-58,397052894;-34,6525317624;educacion;estatal
11836;ESCUELA INFANTIL Nº 04 DE 13;-58,4740656843;-34,6638162749;educacion;estatal
11837;ESCUELA INFANTIL Nº 06 NARANJO EN FLOR DE 15;-58,492875084;-34,5614892544;educacion;estatal
11838;ESCUELA INFANTIL Nº 08 DE 04;-58,3742472639;-34,6171067193;educacion;estatal
11839;ESCUELA INFANTIL Nº 08 DE 20;-58,4921577367;-34,6748792439;educacion;estatal
11840;ESCUELA INFANTIL Nº 08 DE 21;-58,4670595349;-34,6766576306;educacion;estatal
11841;ESCUELA INFANTIL Nº 11 DE 05;-58,405554143;-34,6413548994;educacion;estatal
11842;ESCUELA INFANTIL Nº 11 DE 05;-58,4051136642;-34,6412875416;educacion;estatal
11843;ESCUELA INFANTIL Nº 11 DE 21;-58,4606066537;-34,6898624244;educacion;estatal
11844;ESCUELA INFANTIL Nº 12 DE 19;-58,445875552;-34,6616745536;educacion;estatal
11845;ESCUELA INFANTIL Nº 13 DE 05;-58,4090513117;-34,6515739873;educacion;estatal
11846;ESCUELA INFANTIL Nº 5 DE 16;-58,4947941267;-34,5853942673;educacion;estatal
11847;ESCUELA INTEGRAL INTERDISCIPLINARIA N°01 DE 01;-58,395843945;-34,5979937791;educacion;estatal
11848;ESCUELA INTEGRAL INTERDISCIPLINARIA N° 05 DE 05;-58,4090277877;-34,6441155479;educacion;estatal
11849;ESCUELA INTEGRAL INTERDISCIPLINARIA N° 14 DE 14;-58,4725379722;-34,5822708745;educacion;estatal
11850;ESCUELA INTEGRAL INTERDISCIPLINARIA N°18 DE 18;-58,4965216495;-34,6219005803;educacion;estatal
11851;ESCUELA INTEGRAL INTERDISCIPLINARIA  Nº 01 DE 15;-58,492875084;-34,5614892544;educacion;estatal
11852;ESCUELA INTEGRAL INTERDISCIPLINARIA Nº 02 DE 02;-58,4240008527;-34,5963735763;educacion;estatal
11853;ESCUELA INTEGRAL INTERDISCIPLINARIA Nº 03 DE 03;-58,3764138011;-34,625339707;educacion;estatal
11854;ESCUELA INTEGRAL INTERDISCIPLINARIA Nº 04 DE 04;-58,3644247837;-34,6300453122;educacion;estatal
11855;ESCUELA INTEGRAL INTERDISCIPLINARIA Nº 06 DE 06;-58,4088938125;-34,6311443748;educacion;estatal
11856;ESCUELA INTEGRAL INTERDISCIPLINARIA Nº 08 LUIS VERNET DE 08;-58,4436805559;-34,6309914712;educacion;estatal
11857;ESCUELA INTEGRAL INTERDISCIPLINARIA Nº 09 DE 09;-58,4423211954;-34,5579504777;educacion;estatal
11858;ESCUELA INTEGRAL INTERDISCIPLINARIA Nº 10 ALFEREZ DE NAVIO J.SOBRAL DE 10;-58,4632180437;-34,5486039237;educacion;estatal
11859;ESCUELA INTEGRAL INTERDISCIPLINARIA Nº 12 DE 12;-58,4680402317;-34,6134778996;educacion;estatal
11860;ESCUELA INTEGRAL INTERDISCIPLINARIA Nº 16 GRAL. ING. MOSCONI DE 16;-58,4995564714;-34,5843741912;educacion;estatal
11861;ESCUELA INTEGRAL INTERDISCIPLINARIA Nº 17 DE 17;-58,5257054678;-34,6159301532;educacion;estatal
11862;ESCUELA INTEGRAL INTERDISCIPLINARIA Nº 20 ALICIA MOREAU DE JUSTO DE 20;-58,493754401;-34,6797890631;educacion;estatal
11863;ESCUELA INTEGRAL INTERDISCIPLINARIA Nº 21 DE 21;-58,4678953581;-34,6867434066;educacion;estatal
11864;ESCUELA METROPOLITANA DE ARTE DRAMATICO;-58,40313976;-34,6062272949;educacion;estatal
11865;ESCUELA NAC. DE BIBLIOTECARIOS;-58,3978118101;-34,5847145481;educacion;estatal
11866;ESCUELA NACIONAL DE MUSEOLOGIA;-58,3764529117;-34,6114813273;educacion;estatal
11867;ESCUELA PARA NIÑOS,NIÑAS,JOVENES Y ADULTOS CON DISCAPACIDAD MENTAL Y FORMACION INTEGRAL Nº 09 DR.LUIS R MAC KAY DE 06;-58,4102509276;-34,6227709229;educacion;estatal
11868;ESCUELA PRIMARIA Nº 28 DE 05;-58,405554143;-34,6413548994;educacion;estatal
11869;ESCUELAS TECNICAS RAGGIO DE 10;-58,4662891201;-34,536191332;educacion;estatal
11870;ESCUELA SUPERIOR DE ENFERMERIA CECILIA GRIERSON;-58,4670595349;-34,6766576306;educacion;estatal
11871;ESCUELA SUPERIOR DE ENFERMERIA CECILIA GRIERSON;-58,4379932299;-34,611069667;educacion;estatal
11872;ESPANA;-58,4902525355;-34,5617345557;educacion;estatal
11873;ESTADO DE ISRAEL;-58,5224117028;-34,6136420635;educacion;estatal
11874;ESTADO PLURINACIONAL DE BOLIVIA;-58,3771687127;-34,633867451;educacion;estatal
11875;ESTADOS UNIDOS DE AMERICA;-58,5224671924;-34,6292633049;educacion;estatal
11876;ESTEBAN DE LUCA;-58,4014371206;-34,6120764616;educacion;estatal
11877;ESTEBAN DE LUCA;-58,4014371206;-34,6120764616;educacion;estatal
11878;ESTEBAN ECHEVERRIA;-58,4575854616;-34,5660282446;educacion;estatal
11879;EUSTAQUIO CARDENAS;-58,3828279421;-34,6226167732;educacion;estatal
11880;EUSTAQUIO CARDENAS;-58,3828279421;-34,6226167732;educacion;estatal
11881;EVARISTO CARRIEGO;-58,4428566443;-34,662044487;educacion;estatal
11882;EVARISTO JULIO BADIA;-58,4609194354;-34,5511549748;educacion;estatal
11883;EXO TRAINING CENTER;-58,412994652;-34,6359471988;educacion;estatal
11884;EXO TRAINING CENTER;-58,3740595646;-34,6018907652;educacion;estatal
11885;FACUNDO ZUVIRIA;-58,4606810031;-34,6153982045;educacion;estatal
11886;FAMILIA DE CABEZON;-58,3826298142;-34,6062631471;educacion;estatal
11887;FELIX DE AZARA;-58,4801288433;-34,5608253037;educacion;estatal
11888;FELIX DE OLAZABAL;-58,5213087333;-34,6404322291;educacion;estatal
11889;FIDEL LOPEZ;-58,4307548967;-34,5765894742;educacion;estatal
